region,sexe,mstat,age_grp,nbr_indv,mean_rev,mean_banked,empl_formel,proprio_titre,proprio_sans,locataire,autre_logement,assurance,categorie_revenus,niveau_bancaire,statut_logement,niveau_emploi,niveau_assurance,score_bancaire_optimise,categorie_risque_bancaire,recommandation_credit
AUTONOME D'ABIDJAN,Masculin,Union libre,15-24,1.0,72817.43,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Revenus_eleves,Bancarise,Autre_logement,Informel,Non_assure,68,Risque_Faible,ACCORD_Conditionnel
AUTONOME D'ABIDJAN,Masculin,Union libre,25-34,20.0,136761.11,0.94999999,0.050000001,0.2,0.1,0.64999998,0.050000001,0.2,Revenus_tres_eleves,Bancarise,Locataire,Mixte,Assure,90,Risque_Tres_Faible,ACCORD_Recommande
AUTONOME D'ABIDJAN,Masculin,Union libre,35-44,31.0,106585.65,0.83870965,0.032258064,0.064516127,0.032258064,0.83870965,0.064516127,0.22580644,Revenus_tres_eleves,Bancarise,Locataire,Mixte,Assure,90,Risque_Tres_Faible,ACCORD_Recommande
AUTONOME D'ABIDJAN,Masculin,Union libre,45-54,17.0,154811.08,0.88235295,0.11764706,0.17647059,0.0,0.7647059,0.05882353,0.17647059,Revenus_tres_eleves,Bancarise,Locataire,Mixte,Assure,90,Risque_Tres_Faible,ACCORD_Recommande
AUTONOME D'ABIDJAN,Masculin,Union libre,55-64,8.0,85136.313,0.75,0.0,0.125,0.0,0.75,0.125,0.25,Revenus_eleves,Bancarise,Locataire,Informel,Assure,73,Risque_Faible,ACCORD_Recommande
AUTONOME D'ABIDJAN,Masculin,Union libre,65+,2.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
AUTONOME D'ABIDJAN,Masculin,Veuf(ve),55-64,2.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
AUTONOME D'ABIDJAN,Masculin,Veuf(ve),65+,3.0,0.0,1.0,0.0,0.66666669,0.0,0.33333334,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BAFING,Féminin,Célibataire,0-14,308.0,0.0,0.0,0.0,0.16883117,0.59090906,0.094155841,0.14610389,0.038961038,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,6,Risque_Tres_Eleve,REFUS_Recommande
BAFING,Féminin,Célibataire,15-24,28.0,0.0,0.14285715,0.0,0.21428572000000004,0.39285713,0.10714286000000002,0.2857143,0.035714287,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,21,Risque_Eleve,REFUS_Recommande
BAFING,Féminin,Célibataire,25-34,6.0,15833.333,0.83333331,0.0,0.33333334,0.16666667,0.33333334,0.16666667,0.0,Revenus_moyens,Bancarise,Proprietaire_titre,Informel,Non_assure,62,Risque_Faible,ACCORD_Conditionnel
BAFING,Féminin,Célibataire,35-44,4.0,37500.0,0.75,0.0,0.0,0.25,0.25,0.5,0.5,Revenus_moyens,Bancarise,Autre_logement,Informel,Assure,58,Risque_Moyen,ACCORD_Conditionnel
BAFING,Féminin,Célibataire,45-54,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
BAFING,Féminin,Célibataire,65+,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
BAFING,Féminin,Marié(e),15-24,49.0,807.9646204081632,0.3265306112244898,0.0,0.14285713979591835,0.5102040789795919,0.08163265448979591,0.26530612918367347,0.020408164000000003,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,31,Risque_Eleve,ETUDE_Approfondie
BAFING,Féminin,Marié(e),25-34,102.0,3039.2157375490197,0.3627450962745098,0.009803921323529412,0.1666666644117647,0.5098039225490195,0.13725490097058823,0.1862745219117647,0.0686274524509804,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,38,Risque_Eleve,ETUDE_Approfondie
BAFING,Féminin,Marié(e),35-44,76.0,1842.1051842105264,0.31578948368421056,0.01315789425,0.1578947355526316,0.6710526442105262,0.05263157697368421,0.11842105184210527,0.026315789407894738,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,38,Risque_Eleve,ETUDE_Approfondie
BAFING,Féminin,Marié(e),45-54,34.0,0.0,0.23529412088235294,0.0,0.17647058629411766,0.7941176405882353,0.0,0.029411765705882352,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,22,Risque_Eleve,REFUS_Recommande
BAFING,Féminin,Marié(e),55-64,22.0,0.0,0.31818182,0.0,0.31818182045454546,0.6363636604545454,0.0,0.045454545,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,20,Risque_Eleve,REFUS_Recommande
BAFING,Féminin,Marié(e),65+,5.0,0.0,0.2,0.0,0.4,0.6,0.0,0.0,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,17,Risque_Tres_Eleve,REFUS_Recommande
BAFING,Féminin,Union libre,15-24,2.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
BAFING,Féminin,Union libre,25-34,1.0,92916.664,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Revenus_eleves,Bancarise,Autre_logement,Informel,Assure,73,Risque_Faible,ACCORD_Recommande
BAFING,Féminin,Union libre,35-44,2.0,6500.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,45,Risque_Moyen,ETUDE_Approfondie
BAFING,Féminin,Veuf(ve),25-34,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,12,Risque_Tres_Eleve,REFUS_Recommande
BAFING,Féminin,Veuf(ve),35-44,3.0,0.0,0.33333334,0.0,0.0,0.66666669,0.33333334,0.0,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,22,Risque_Eleve,REFUS_Recommande
BAFING,Féminin,Veuf(ve),45-54,2.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,12,Risque_Tres_Eleve,REFUS_Recommande
BAFING,Féminin,Veuf(ve),55-64,15.0,0.0,0.40000001,0.0,0.33333334,0.53333336,0.0,0.13333334,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,20,Risque_Eleve,REFUS_Recommande
BAFING,Féminin,Veuf(ve),65+,15.0,0.0,0.13333334,0.0,0.60000002,0.33333334,0.0,0.06666667,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_titre,Informel,Non_assure,19,Risque_Tres_Eleve,REFUS_Recommande
BAFING,Masculin,Célibataire,0-14,346.0,115.60693000000002,0.0,0.0,0.21965317,0.54624277,0.10404624,0.1300578,0.03468208,Revenus_faibles,Non_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,16,Risque_Tres_Eleve,REFUS_Recommande
BAFING,Masculin,Célibataire,15-24,66.0,2689.394,0.30303031,0.0,0.15151516,0.62121212,0.075757578,0.15151516,0.030303031000000005,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,31,Risque_Eleve,ETUDE_Approfondie
BAFING,Masculin,Célibataire,25-34,11.0,18181.818,0.54545456,0.090909094,0.27272728,0.36363637,0.090909094,0.27272728,0.090909094,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,66,Risque_Faible,ACCORD_Conditionnel
BAFING,Masculin,Célibataire,35-44,12.0,98165.109,0.75,0.25,0.16666667,0.33333334,0.083333336,0.41666666,0.25,Revenus_eleves,Bancarise,Autre_logement,Mixte,Assure,78,Risque_Faible,ACCORD_Recommande
BAFING,Masculin,Marié(e),15-24,6.0,64444.44666666666,0.8333333416666666,0.0,0.16666666666666666,0.5000000166666666,0.16666666666666666,0.16666666666666666,0.0,Revenus_eleves,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,73,Risque_Faible,ACCORD_Recommande
BAFING,Masculin,Marié(e),25-34,49.0,28293.031020408165,0.8163265142857143,0.02040816326530612,0.12244897918367348,0.510204077755102,0.12244898775510203,0.24489796714285714,0.061224492244897954,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,66,Risque_Faible,ACCORD_Conditionnel
BAFING,Masculin,Marié(e),35-44,58.0,63019.504310344826,0.8103448556896552,0.120689655,0.15517241155172415,0.46551725172413794,0.13793103489655173,0.24137930713793102,0.1551724205172414,Revenus_eleves,Bancarise,Proprietaire_sans_titre,Mixte,Assure,83,Risque_Tres_Faible,ACCORD_Recommande
BAFING,Masculin,Marié(e),45-54,51.0,64541.87066666666,0.7254901899999999,0.058823530666666665,0.17647059333333334,0.5490196333333334,0.07843137333333333,0.19607843333333333,0.11764706333333334,Revenus_eleves,Bancarise,Proprietaire_sans_titre,Mixte,Assure,83,Risque_Tres_Faible,ACCORD_Recommande
BAFING,Masculin,Marié(e),55-64,26.0,1730.7692307692307,0.5384615565384615,0.0,0.07692308015384615,0.9230769400000001,0.0,0.0,0.0,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,43,Risque_Moyen,ETUDE_Approfondie
BAFING,Masculin,Marié(e),65+,28.0,0.0,0.5357142885714286,0.0,0.3214285689285714,0.6785714139285715,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BAFING,Masculin,Séparé,35-44,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
BAFING,Masculin,Union libre,15-24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
BAFING,Masculin,Union libre,25-34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
BAFING,Masculin,Union libre,35-44,1.0,192500.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Revenus_tres_eleves,Bancarise,Autre_logement,Informel,Assure,83,Risque_Tres_Faible,ACCORD_Recommande
BAFING,Masculin,Union libre,45-54,2.0,121875.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,Revenus_tres_eleves,Bancarise,Proprietaire_sans_titre,Informel,Assure,88,Risque_Tres_Faible,ACCORD_Recommande
BAFING,Masculin,Veuf(ve),45-54,2.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,12,Risque_Tres_Eleve,REFUS_Recommande
BAFING,Masculin,Veuf(ve),55-64,2.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
BAFING,Masculin,Veuf(ve),65+,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
BAGOUE,Féminin,Célibataire,0-14,412.0,123.78641,0.0,0.0,0.31067961,0.28398058,0.067961164,0.33737865,0.0072815535,Revenus_faibles,Non_bancarise,Autre_logement,Informel,Faiblement_assure,11,Risque_Tres_Eleve,REFUS_Recommande
BAGOUE,Féminin,Célibataire,15-24,56.0,7553.1963000000005,0.26785713,0.0,0.51785713,0.14285715,0.071428575,0.26785713,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Féminin,Célibataire,25-34,3.0,98333.336,1.0,0.0,0.0,0.0,0.66666669,0.33333334,0.33333334,Revenus_eleves,Bancarise,Locataire,Informel,Assure,75,Risque_Faible,ACCORD_Recommande
BAGOUE,Féminin,Célibataire,35-44,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
BAGOUE,Féminin,Célibataire,65+,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Non_bancarise,Autre_logement,Informel,Non_assure,0,Risque_Tres_Eleve,REFUS_Recommande
BAGOUE,Féminin,Divorcé(e),25-34,1.0,20000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Revenus_moyens,Non_bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Féminin,Marié(e),15-24,64.0,3284.87605,0.15625,0.0,0.171874995,0.124999995,0.078124995,0.625,0.015625,Revenus_faibles,Partiellement_bancarise,Autre_logement,Informel,Faiblement_assure,26,Risque_Eleve,REFUS_Recommande
BAGOUE,Féminin,Marié(e),25-34,122.0,3299.90095,0.29508196999999997,0.0,0.286885245,0.26229508,0.1147540935,0.33606556000000004,0.016393442,Revenus_faibles,Partiellement_bancarise,Autre_logement,Informel,Faiblement_assure,28,Risque_Eleve,REFUS_Recommande
BAGOUE,Féminin,Marié(e),35-44,86.0,692.1565046511628,0.23255814162790697,0.0,0.3372093012790698,0.3837209303488372,0.046511627441860465,0.23255814244186046,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Féminin,Marié(e),45-54,55.0,4916.642145454545,0.21818181363636366,0.0,0.36363637,0.38181819636363634,0.018181817727272728,0.23636364090909093,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Féminin,Marié(e),55-64,21.0,0.0,0.14285714285714285,0.0,0.28571428857142855,0.6190476242857142,0.04761904914285714,0.04761904914285714,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,20,Risque_Eleve,REFUS_Recommande
BAGOUE,Féminin,Marié(e),65+,7.0,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,7,Risque_Tres_Eleve,REFUS_Recommande
BAGOUE,Féminin,Union libre,15-24,5.0,0.0,0.40000001,0.0,0.0,0.0,0.2,0.80000001,0.0,Sans_revenus,Partiellement_bancarise,Autre_logement,Informel,Non_assure,15,Risque_Tres_Eleve,REFUS_Recommande
BAGOUE,Féminin,Union libre,25-34,5.0,0.0,0.0,0.0,0.0,0.40000001,0.0,0.60000002,0.0,Sans_revenus,Non_bancarise,Autre_logement,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
BAGOUE,Féminin,Union libre,35-44,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Sans_revenus,Bancarise,Locataire,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Féminin,Veuf(ve),25-34,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Féminin,Veuf(ve),35-44,10.0,0.0,0.60000002,0.0,0.5,0.2,0.0,0.30000001,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Féminin,Veuf(ve),45-54,10.0,0.0,0.60000002,0.0,0.2,0.40000001,0.0,0.40000001,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Féminin,Veuf(ve),55-64,11.0,0.0,0.18181819,0.0,0.63636363,0.18181819,0.0,0.18181819,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_titre,Informel,Non_assure,22,Risque_Eleve,REFUS_Recommande
BAGOUE,Féminin,Veuf(ve),65+,19.0,0.0,0.31578946,0.0,0.57894737,0.2631579,0.0,0.15789473,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_titre,Informel,Non_assure,19,Risque_Tres_Eleve,REFUS_Recommande
BAGOUE,Masculin,Célibataire,0-14,452.0,684.32294,0.0,0.0,0.28097346,0.33849558,0.053097345,0.32743362,0.0088495575,Revenus_faibles,Non_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,16,Risque_Tres_Eleve,REFUS_Recommande
BAGOUE,Masculin,Célibataire,15-24,107.0,10808.636,0.18691589,0.0,0.31775701,0.37383178,0.065420561,0.24299065999999997,0.0093457941,Revenus_moyens,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,46,Risque_Moyen,ETUDE_Approfondie
BAGOUE,Masculin,Célibataire,25-34,18.0,64897.867,0.66666669,0.055555556,0.22222222,0.22222222,0.16666667,0.3888889,0.055555556,Revenus_eleves,Bancarise,Autre_logement,Mixte,Faiblement_assure,76,Risque_Faible,ACCORD_Recommande
BAGOUE,Masculin,Célibataire,35-44,2.0,184500.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,Revenus_tres_eleves,Bancarise,Locataire,Informel,Non_assure,82,Risque_Tres_Faible,ACCORD_Recommande
BAGOUE,Masculin,Célibataire,45-54,2.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Masculin,Célibataire,55-64,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
BAGOUE,Masculin,Marié(e),15-24,8.0,38596.048749999994,0.87500001125,0.0,0.25000000624999996,0.0,0.0,0.75000001125,0.0,Revenus_moyens,Bancarise,Autre_logement,Informel,Non_assure,53,Risque_Moyen,ACCORD_Conditionnel
BAGOUE,Masculin,Marié(e),25-34,68.0,37932.85977941176,0.7941176610294117,0.0,0.17647058411764704,0.13235293205882354,0.11764704897058824,0.5735293861764705,0.0,Revenus_moyens,Bancarise,Autre_logement,Informel,Non_assure,55,Risque_Moyen,ACCORD_Conditionnel
BAGOUE,Masculin,Marié(e),35-44,80.0,34162.131299999994,0.812500009375,0.024999999125,0.2750000115,0.22500000462500003,0.12499999707500001,0.37500000587500004,0.0374999994125,Revenus_moyens,Bancarise,Autre_logement,Mixte,Faiblement_assure,61,Risque_Faible,ACCORD_Conditionnel
BAGOUE,Masculin,Marié(e),45-54,51.0,19852.074333333334,0.7254901915686275,0.0,0.35294117176470585,0.3333333262745098,0.05882352786274509,0.2549019543137255,0.0,Revenus_moyens,Bancarise,Proprietaire_titre,Informel,Non_assure,62,Risque_Faible,ACCORD_Conditionnel
BAGOUE,Masculin,Marié(e),55-64,31.0,19953.645612903223,0.7096774196774194,0.0,0.29032259290322576,0.4193548561290323,0.09677419548387095,0.19354839548387098,0.0,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,58,Risque_Moyen,ACCORD_Conditionnel
BAGOUE,Masculin,Marié(e),65+,21.0,0.0,0.5238095333333332,0.0,0.4761904866666667,0.4761904766666667,0.0,0.047619049999999996,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Masculin,Séparé,35-44,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Masculin,Séparé,45-54,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Sans_revenus,Bancarise,Autre_logement,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Masculin,Séparé,55-64,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Masculin,Union libre,25-34,6.0,53914.066,0.66666669,0.0,0.0,0.16666667,0.16666667,0.66666669,0.0,Revenus_eleves,Bancarise,Autre_logement,Informel,Non_assure,70,Risque_Faible,ACCORD_Recommande
BAGOUE,Masculin,Union libre,35-44,4.0,40336.316,0.75,0.0,0.0,0.25,0.0,0.75,0.0,Revenus_moyens,Bancarise,Autre_logement,Informel,Non_assure,55,Risque_Moyen,ACCORD_Conditionnel
BAGOUE,Masculin,Union libre,45-54,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Sans_revenus,Bancarise,Locataire,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Masculin,Veuf(ve),45-54,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Assure,40,Risque_Moyen,ETUDE_Approfondie
BAGOUE,Masculin,Veuf(ve),55-64,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
BAGOUE,Masculin,Veuf(ve),65+,3.0,0.0,0.0,0.0,0.33333334,0.66666669,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
BELIER,Féminin,Célibataire,0-14,339.0,0.0,0.0,0.0,0.15339233,0.4365781799999999,0.10029498,0.30973452,0.020648967,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,6,Risque_Tres_Eleve,REFUS_Recommande
BELIER,Féminin,Célibataire,15-24,97.0,412.3711200000001,0.2371134,0.0,0.21649484,0.35051545999999995,0.18556701,0.24742268,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,30,Risque_Eleve,ETUDE_Approfondie
BELIER,Féminin,Célibataire,25-34,36.0,13570.657,0.55555558,0.0,0.1388889,0.41666666,0.1388889,0.30555555,0.027777778,Revenus_moyens,Bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,61,Risque_Faible,ACCORD_Conditionnel
BELIER,Féminin,Célibataire,35-44,29.0,3793.1035,0.41379312,0.0,0.10344828,0.34482759,0.20689656,0.34482759,0.0,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BELIER,Féminin,Célibataire,45-54,26.0,7692.3076,0.57692307,0.03846154,0.07692308,0.53846157,0.11538462,0.26923078,0.03846154,Revenus_faibles,Bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,51,Risque_Moyen,ACCORD_Conditionnel
BELIER,Féminin,Célibataire,55-64,14.0,0.0,0.2857143,0.0,0.0,0.5714286,0.0,0.42857143,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,20,Risque_Eleve,REFUS_Recommande
BELIER,Féminin,Célibataire,65+,12.0,0.0,0.25,0.0,0.16666667,0.33333334,0.083333336,0.41666666,0.0,Sans_revenus,Partiellement_bancarise,Autre_logement,Informel,Non_assure,12,Risque_Tres_Eleve,REFUS_Recommande
BELIER,Féminin,Divorcé(e),35-44,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
BELIER,Féminin,Divorcé(e),45-54,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,35,Risque_Eleve,ETUDE_Approfondie
BELIER,Féminin,Divorcé(e),55-64,6.0,0.0,0.5,0.0,0.16666667,0.33333334,0.16666667,0.33333334,0.0,Sans_revenus,Bancarise,Proprietaire_sans_titre,Informel,Non_assure,33,Risque_Eleve,ETUDE_Approfondie
BELIER,Féminin,Divorcé(e),65+,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_titre,Informel,Non_assure,7,Risque_Tres_Eleve,REFUS_Recommande
BELIER,Féminin,Marié(e),15-24,16.0,0.0,0.31250001125,0.0,0.12500000625,0.31250001125,0.3750000125,0.18750000500000003,0.0,Sans_revenus,Partiellement_bancarise,Locataire,Informel,Non_assure,17,Risque_Tres_Eleve,REFUS_Recommande
BELIER,Féminin,Marié(e),25-34,41.0,3170.731707317073,0.2926829365853658,0.0,0.12195121951219512,0.34146340487804877,0.12195121951219512,0.41463415609756094,0.04878048878048781,Revenus_faibles,Partiellement_bancarise,Autre_logement,Informel,Faiblement_assure,28,Risque_Eleve,REFUS_Recommande
BELIER,Féminin,Marié(e),35-44,48.0,3452.3632,0.47916665999999997,0.020833333583333332,0.18749999583333332,0.5416666458333333,0.14583333416666666,0.12500000583333334,0.06250000166666668,Revenus_faibles,Partiellement_bancarise,Proprietaire_sans_titre,Mixte,Faiblement_assure,38,Risque_Eleve,ETUDE_Approfondie
BELIER,Féminin,Marié(e),45-54,31.0,0.0,0.4516129109677419,0.0,0.22580645645161293,0.5483871112903226,0.032258065612903224,0.19354838870967744,0.0,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Non_assure,22,Risque_Eleve,REFUS_Recommande
BELIER,Féminin,Marié(e),55-64,27.0,0.0,0.33333334444444446,0.0,0.22222222444444448,0.5185185388888889,0.0,0.25925926222222223,0.03703703811111111,Sans_revenus,Partiellement_bancarise,Proprietaire_sans_titre,Informel,Faiblement_assure,21,Risque_Eleve,REFUS_Recommande
BELIER,Féminin,Marié(e),65+,14.0,0.0,0.0,0.0,0.35714286428571423,0.5000000142857143,0.0,0.14285714285714285,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,5,Risque_Tres_Eleve,REFUS_Recommande
BELIER,Féminin,Séparé,25-34,2.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,Sans_revenus,Bancarise,Proprietaire_titre,Informel,Non_assure,37,Risque_Eleve,ETUDE_Approfondie
BELIER,Féminin,Séparé,35-44,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Sans_revenus,Bancarise,Locataire,Informel,Non_assure,32,Risque_Eleve,ETUDE_Approfondie
BELIER,Féminin,Séparé,45-54,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sans_revenus,Non_bancarise,Proprietaire_sans_titre,Informel,Non_assure,10,Risque_Tres_Eleve,REFUS_Recommande
